date,longitude,latitude,level,expver,o3,t,w,OT
1950/2/1,104,0.5,70,1,6.08E-07,199.20975,0.000164606,-0.9780154
1950/3/1,104,0.5,70,1,7.53E-07,198.67677,0.000289142,-6.3589807
1950/4/1,104,0.5,70,1,6.58E-07,198.48676,0.000227959,-3.845511
1950/5/1,104,0.5,70,1,9.22E-07,200.93486,4.01E-05,-0.14176035
1950/6/1,104,0.5,70,1,9.34E-07,203.03525,0.000603304,-7.5057435
1950/7/1,104,0.5,70,1,9.70E-07,205.69545,0.000244882,-7.7656765
1950/8/1,104,0.5,70,1,1.04E-06,206.75116,-0.000480207,-4.757041
1950/9/1,104,0.5,70,1,1.08E-06,205.95879,-9.23E-05,-0.44874
1950/10/1,104,0.5,70,1,1.06E-06,204.51042,-0.00012786,0.7027278
1950/11/1,104,0.5,70,1,9.19E-07,201.83289,2.62E-05,2.8892226
1950/12/1,104,0.5,70,1,7.90E-07,201.27783,-2.85E-05,2.6363473
1951/1/1,104,0.5,70,1,7.18E-07,199.67256,-0.000219852,3.2667727
1951/2/1,104,0.5,70,1,5.86E-07,200.1748,0.000178925,0.6897898
1951/3/1,104,0.5,70,1,3.92E-07,198.78558,-0.000235039,-1.1120982
1951/4/1,104,0.5,70,1,5.26E-07,200.1472,-0.00055354,2.3199582
1951/5/1,104,0.5,70,1,8.09E-07,200.86311,-0.00049496,4.1159654
1951/6/1,104,0.5,70,1,1.09E-06,202.46916,-0.000188175,7.94439
1951/7/1,104,0.5,70,1,1.03E-06,204.07362,-0.000441154,-0.52754307
1951/8/1,104,0.5,70,1,1.04E-06,204.8187,-0.000119615,2.409346
1951/9/1,104,0.5,70,1,1.06E-06,203.97823,-0.000889833,2.9256845
1951/10/1,104,0.5,70,1,7.83E-07,200.41212,-0.000372594,1.6095529
1951/11/1,104,0.5,70,1,4.44E-07,197.59819,-0.000954053,-0.20056868
1951/12/1,104,0.5,70,1,4.80E-07,197.21658,0.000528669,-2.9786758
1952/1/1,104,0.5,70,1,6.33E-07,197.46652,-0.000784823,-1.5249329
1952/2/1,104,0.5,70,1,6.68E-07,196.30042,0.000503067,-4.0525165
1952/3/1,104,0.5,70,1,4.88E-07,195.18715,0.000145079,-5.1569376
1952/4/1,104,0.5,70,1,5.89E-07,197.84654,-0.000108333,-4.4535894
1952/5/1,104,0.5,70,1,6.72E-07,198.5514,-0.001085967,-7.46693
1952/6/1,104,0.5,70,1,8.24E-07,202.88152,0.00048788,-11.427086
1952/7/1,104,0.5,70,1,1.13E-06,205.74512,0.001525829,-15.760086
1952/8/1,104,0.5,70,1,1.15E-06,205.54564,0.000428866,-13.993483
1952/9/1,104,0.5,70,1,9.38E-07,202.302,-0.002570425,-11.317701
1952/10/1,104,0.5,70,1,9.23E-07,203.37822,0.001623462,-11.398857
1952/11/1,104,0.5,70,1,7.17E-07,200.32697,-0.001388846,-11.623505
1952/12/1,104,0.5,70,1,7.21E-07,200.20792,0.000713955,-7.710397
1953/1/1,104,0.5,70,1,6.36E-07,199.1317,-0.000491923,-6.657727
1953/2/1,104,0.5,70,1,6.24E-07,199.39899,0.001694626,-7.3234377
1953/3/1,104,0.5,70,1,5.20E-07,201.52855,-2.46E-05,0.038193226
1953/4/1,104,0.5,70,1,6.39E-07,201.10674,0.00076646,0.934433
1953/5/1,104,0.5,70,1,8.63E-07,201.52382,-0.000195118,7.290441
1953/6/1,104,0.5,70,1,1.12E-06,203.01318,4.96E-05,10.176756
1953/7/1,104,0.5,70,1,1.52E-06,205.44708,-6.71E-05,11.815157
1953/8/1,104,0.5,70,1,1.30E-06,205.55116,-0.000436381,8.376043
1953/9/1,104,0.5,70,1,1.28E-06,204.64682,0.000231864,5.7555423
1953/10/1,104,0.5,70,1,1.10E-06,202.14511,7.96E-06,4.3900123
1953/11/1,104,0.5,70,1,7.44E-07,200.41528,0.000419754,1.4931121
1953/12/1,104,0.5,70,1,4.91E-07,199.06311,-0.000397327,-2.6905146
1954/1/1,104,0.5,70,1,6.08E-07,198.27309,3.53E-05,0.05230713
1954/2/1,104,0.5,70,1,5.28E-07,198.70122,-0.000141311,-2.5387893
1954/3/1,104,0.5,70,1,4.78E-07,197.39162,0.000286973,-1.2426529
1954/4/1,104,0.5,70,1,5.00E-07,197.6786,0.000136835,0.039369583
1954/5/1,104,0.5,70,1,7.44E-07,198.46783,-0.000124388,-2.9304528
1954/6/1,104,0.5,70,1,9.50E-07,201.63577,-0.000172554,-8.231439
1954/7/1,104,0.5,70,1,1.50E-06,204.72488,0.002459636,-9.961581
1954/8/1,104,0.5,70,1,1.43E-06,204.86995,0.001353127,-10.784898
1954/9/1,104,0.5,70,1,1.26E-06,202.02527,0.000196282,-7.4481115
1954/10/1,104,0.5,70,1,1.03E-06,201.34799,-0.000601272,-9.619316
1954/11/1,104,0.5,70,1,8.90E-07,197.59819,-0.002035829,-9.385259
1954/12/1,104,0.5,70,1,7.51E-07,195.79187,0.000533442,-7.66335
1955/1/1,104,0.5,70,1,5.23E-07,194.6108,-0.000421193,-6.4860067
1955/2/1,104,0.5,70,1,6.14E-07,196.4581,-8.10E-06,-2.2788563
1955/3/1,104,0.5,70,1,5.53E-07,196.70726,-0.000250661,-5.3274817
1955/4/1,104,0.5,70,1,6.12E-07,197.77875,0.000220582,0.5968728
1955/5/1,104,0.5,70,1,9.53E-07,199.59135,-0.000171686,3.5008302
1955/6/1,104,0.5,70,1,1.37E-06,203.72751,0.000479202,6.058994
1955/7/1,104,0.5,70,1,1.41E-06,205.61661,-0.000121785,2.5493102
1955/8/1,104,0.5,70,1,1.17E-06,206.46024,-0.000520996,3.9324832
1955/9/1,104,0.5,70,1,1.37E-06,205.73093,-0.000369122,4.9181113
1955/10/1,104,0.5,70,1,1.18E-06,202.53618,0.000263541,6.7047095
1955/11/1,104,0.5,70,1,7.97E-07,200.17953,3.92E-05,5.953139
1955/12/1,104,0.5,70,1,7.04E-07,200.6999,-0.000397327,2.0294442
1956/1/1,104,0.5,70,1,6.03E-07,199.18373,0.000622831,1.5507445
1956/2/1,104,0.5,70,1,7.57E-07,200.01553,-0.001050385,0.7685933
1956/3/1,104,0.5,70,1,6.32E-07,199.96193,0.00037072,0.17933321
1956/4/1,104,0.5,70,1,6.93E-07,198.19347,0.000310405,4.708754
1956/5/1,104,0.5,70,1,1.77E-06,199.6978,0.00174366,3.0115438
1956/6/1,104,0.5,70,1,2.36E-06,202.92725,0.001028551,2.621057
1956/7/1,104,0.5,70,1,1.87E-06,204.3149,0.001819163,-2.0048094
1956/8/1,104,0.5,70,1,1.68E-06,203.90175,0.001298886,-3.6255677
1956/9/1,104,0.5,70,1,1.46E-06,202.51804,0.001696796,-4.0101748
1956/10/1,104,0.5,70,1,1.46E-06,201.02159,-0.000178629,-5.363943
1956/11/1,104,0.5,70,1,1.01E-06,197.4137,0.0006736,-7.0823236
1956/12/1,104,0.5,70,1,8.44E-07,196.82631,-0.000327899,-5.3321867
1957/1/1,104,0.5,70,1,7.06E-07,196.2334,0.000901411,-9.341741
1957/2/1,104,0.5,70,1,7.36E-07,194.72276,0.000263107,-6.694188
1957/3/1,104,0.5,70,1,8.98E-07,194.63997,-0.000242416,-6.763582
1957/4/1,104,0.5,70,1,7.39E-07,196.0355,-0.000473264,-9.624021
1957/5/1,104,0.5,70,1,7.61E-07,197.41763,-0.000380838,-6.6189137
1957/6/1,104,0.5,70,1,1.08E-06,200.65417,-8.79E-05,-4.041931
1957/7/1,104,0.5,70,1,1.49E-06,204.24393,0.000196282,1.1614327
1957/8/1,104,0.5,70,1,1.70E-06,205.10017,0.000388511,1.1837802
1957/9/1,104,0.5,70,1,1.59E-06,204.51042,-0.000468491,-0.65809774
1957/10/1,104,0.5,70,1,1.52E-06,202.11041,0.000246184,3.8877892
1957/11/1,104,0.5,70,1,1.02E-06,198.33144,-0.000486716,4.392365
1957/12/1,104,0.5,70,1,7.95E-07,199.11198,0.000375493,5.72261
1958/1/1,104,0.5,70,1,6.43E-07,198.2589,0.00016504,3.6149182
1958/2/1,104,0.5,70,1,5.48E-07,195.71698,-0.000172554,6.9705234
1958/3/1,104,0.5,70,1,6.20E-07,197.21501,0.000193245,1.7883306
1958/4/1,104,0.5,70,1,6.83E-07,198.05548,0.000261371,5.169811
1958/5/1,104,0.5,70,1,9.31E-07,198.73276,-0.00030143,8.313705
1958/6/1,104,0.5,70,1,1.24E-06,201.36534,-5.28E-05,7.951447
1958/7/1,104,0.5,70,1,1.59E-06,203.33092,7.87E-05,6.7505803
1958/8/1,104,0.5,70,1,1.81E-06,203.8434,0.00038287,7.0763783
1958/9/1,104,0.5,70,1,1.87E-06,202.93039,0.000634547,4.0442195
1958/10/1,104,0.5,70,1,1.81E-06,201.02632,0.000173284,3.1432748
1958/11/1,104,0.5,70,1,1.33E-06,198.5049,-2.50E-05,2.2811446
1958/12/1,104,0.5,70,1,1.34E-06,195.83762,0.000174586,0.08288765
1959/1/1,104,0.5,70,1,1.24E-06,196.02762,0.00076646,0.85915804
1959/2/1,104,0.5,70,1,1.05E-06,196.23103,0.000476598,0.10405874
1959/3/1,104,0.5,70,1,1.09E-06,196.6568,0.000254862,1.1520238
1959/4/1,104,0.5,70,1,1.10E-06,196.39346,0.00045143,-2.7787275
1959/5/1,104,0.5,70,1,9.05E-07,197.61868,6.31E-05,-5.828529
1959/6/1,104,0.5,70,1,9.10E-07,200.93723,0.001803108,-12.236288
1959/7/1,104,0.5,70,1,9.40E-07,203.06442,-0.000524901,-10.207399
1959/8/1,104,0.5,70,1,1.36E-06,206.2103,-0.000104428,-4.624134
1959/9/1,104,0.5,70,1,1.51E-06,206.26076,0.000184566,-0.55577135
1959/10/1,104,0.5,70,1,1.23E-06,204.98427,0.000182397,6.304813
1959/11/1,104,0.5,70,1,8.87E-07,202.55746,-0.000488886,9.486345
1959/12/1,104,0.5,70,1,6.79E-07,198.92749,-0.000920207,3.6407933
1960/1/1,104,0.5,70,1,7.43E-07,197.35298,7.39E-05,2.4575696
1960/2/1,104,0.5,70,1,7.95E-07,198.05785,-0.000108767,5.008676
1960/3/1,104,0.5,70,1,8.38E-07,198.33617,-0.000164744,3.4620166
1960/4/1,104,0.5,70,1,9.82E-07,197.02893,0.000597229,4.586432
1960/5/1,104,0.5,70,1,1.31E-06,198.73354,0.000647999,8.393686
1960/6/1,104,0.5,70,1,1.71E-06,200.90332,0.000530839,3.0962281
1960/7/1,104,0.5,70,1,1.64E-06,203.25917,-0.000339615,-0.920383
1960/8/1,104,0.5,70,1,1.21E-06,203.81345,0.000402831,-3.6796715
1960/9/1,104,0.5,70,1,1.02E-06,202.75063,-0.000263244,-2.0012808
1960/10/1,104,0.5,70,1,8.96E-07,201.18716,-0.001043876,-1.0180049
1960/11/1,104,0.5,70,1,8.08E-07,197.8907,-0.000684152,-2.664639
1960/12/1,104,0.5,70,1,8.63E-07,194.8568,0.000363344,-5.462741
1961/1/1,104,0.5,70,1,7.27E-07,193.70251,-0.0005236,-4.818201
1961/2/1,104,0.5,70,1,7.33E-07,196.16718,0.001505001,-4.0925064
1961/3/1,104,0.5,70,1,6.74E-07,194.00607,-0.000588688,-6.041415
1961/4/1,104,0.5,70,1,6.71E-07,195.21474,0.000303028,-7.962096
1961/5/1,104,0.5,70,1,8.29E-07,198.53249,0.000805947,-5.2004557
1961/6/1,104,0.5,70,1,1.12E-06,203.58401,-0.000200759,2.7398496
1961/7/1,104,0.5,70,1,1.44E-06,205.89098,9.17E-05,3.4443736
1961/8/1,104,0.5,70,1,1.41E-06,206.73776,-0.00016214,1.3860812
1961/9/1,104,0.5,70,1,1.29E-06,207.02081,-0.000593028,0.75330305
1961/10/1,104,0.5,70,1,1.22E-06,205.20346,-0.000518827,4.5629086
1961/11/1,104,0.5,70,1,1.11E-06,201.9338,-0.000696736,7.105783
1961/12/1,104,0.5,70,1,9.46E-07,200.73538,-0.000508846,4.6711164
1962/1/1,104,0.5,70,1,7.95E-07,199.27835,4.48E-05,7.59154
1962/2/1,104,0.5,70,1,6.32E-07,197.45706,-0.000139576,5.051018
1962/3/1,104,0.5,70,1,6.23E-07,197.34195,3.96E-05,5.009853
1962/4/1,104,0.5,70,1,7.50E-07,199.1719,-6.75E-05,7.7891355
1962/5/1,104,0.5,70,1,9.57E-07,199.37532,-0.000283205,7.449223
1962/6/1,104,0.5,70,1,1.29E-06,202.63315,0.000473127,11.558752
1962/7/1,104,0.5,70,1,1.59E-06,203.71252,-0.000417288,10.034439
1962/8/1,104,0.5,70,1,1.38E-06,203.52094,-0.000356972,7.8655868
1962/9/1,104,0.5,70,1,1.23E-06,203.14406,-0.00033788,6.948176
1962/10/1,104,0.5,70,1,9.94E-07,200.48387,-0.001247821,4.8263707
1962/11/1,104,0.5,70,1,6.66E-07,197.88834,-0.000444625,2.9786115
1962/12/1,104,0.5,70,1,6.01E-07,196.30121,-0.000632515,4.963982
1963/1/1,104,0.5,70,1,5.48E-07,195.92592,-0.000771805,3.7889905
1963/2/1,104,0.5,70,1,5.87E-07,195.1288,-0.001040838,0.8532772
1963/3/1,104,0.5,70,1,5.41E-07,196.15929,-0.001331135,1.3378577
1963/4/1,104,0.5,70,1,4.68E-07,196.74194,-0.001245217,-1.272057
1963/5/1,104,0.5,70,1,6.54E-07,197.9869,-0.000869004,-6.2437162
1963/6/1,104,0.5,70,1,9.13E-07,200.44208,-0.00055354,-8.511367
1963/7/1,104,0.5,70,1,1.10E-06,204.07599,0.00025573,-15.195526
1963/8/1,104,0.5,70,1,1.07E-06,203.37112,-0.002308768,-16.201149
1963/9/1,104,0.5,70,1,1.03E-06,203.73381,-0.000771371,-15.237867
1963/10/1,104,0.5,70,1,1.03E-06,203.66443,-0.001604073,-4.8158493
1963/11/1,104,0.5,70,1,7.29E-07,202.75615,-0.001023915,0.78858805
1963/12/1,104,0.5,70,1,5.52E-07,201.68782,-0.00086076,7.406882
1964/1/1,104,0.5,70,1,5.81E-07,199.92645,-0.000740996,2.287025
1964/2/1,104,0.5,70,1,4.80E-07,200.12277,-0.000901115,0.83445835
1964/3/1,104,0.5,70,1,5.40E-07,199.91304,-0.0013793,3.0327153
1964/4/1,104,0.5,70,1,4.57E-07,199.5614,-0.000877683,3.9383645
1964/5/1,104,0.5,70,1,7.62E-07,202.17902,-0.000405138,7.5762496
1964/6/1,104,0.5,70,1,1.08E-06,205.32646,-0.0004993,6.3883204
1964/7/1,104,0.5,70,1,1.34E-06,207.01608,-0.000263678,6.1319156
1964/8/1,104,0.5,70,1,1.28E-06,206.8647,-0.000668531,6.4388957
1964/9/1,104,0.5,70,1,1.09E-06,205.68913,-0.00077571,10.409637
1964/10/1,104,0.5,70,1,9.27E-07,203.43341,-0.000826045,10.450802
1964/11/1,104,0.5,70,1,6.20E-07,200.78584,-0.00114715,8.779469
1964/12/1,104,0.5,70,1,5.41E-07,199.83104,-0.001105927,6.51417
1965/1/1,104,0.5,70,1,5.22E-07,198.9819,-0.000402968,8.384275
1965/2/1,104,0.5,70,1,4.53E-07,199.06311,-0.000262811,8.245489
1965/3/1,104,0.5,70,1,4.66E-07,198.82184,-0.000990069,9.559267
1965/4/1,104,0.5,70,1,4.83E-07,199.10016,-0.001494724,5.1968627
1965/5/1,104,0.5,70,1,6.80E-07,198.93695,-0.001595829,9.195831
1965/6/1,104,0.5,70,1,1.00E-06,201.15247,-0.000352199,9.139376
1965/7/1,104,0.5,70,1,1.17E-06,203.04945,3.40E-05,6.814093
1965/8/1,104,0.5,70,1,1.41E-06,203.55089,-0.000596065,3.307938
1965/9/1,104,0.5,70,1,1.11E-06,202.55037,-0.0004993,2.9774356
1965/10/1,104,0.5,70,1,7.92E-07,200.70384,-0.00097141,3.229135
1965/11/1,104,0.5,70,1,7.58E-07,197.20633,-0.00090285,-2.8834062
1965/12/1,104,0.5,70,1,9.27E-07,195.2723,-0.000576539,-6.976468
1966/1/1,104,0.5,70,1,9.08E-07,194.09279,-0.000529241,-8.279661
1966/2/1,104,0.5,70,1,9.25E-07,194.5501,-0.000100523,-3.8208115
1966/3/1,104,0.5,70,1,9.34E-07,195.12723,-0.000104428,-6.082581
1966/4/1,104,0.5,70,1,1.00E-06,195.78163,6.74E-05,-6.6624317
1966/5/1,104,0.5,70,1,9.78E-07,196.28859,0.000624133,-10.273265
1966/6/1,104,0.5,70,1,1.17E-06,200.08807,-0.000941036,-7.361075
1966/7/1,104,0.5,70,1,1.55E-06,203.87888,0.000806815,-3.3762202
1966/8/1,104,0.5,70,1,1.44E-06,205.6852,-0.000416854,-2.0200996
1966/9/1,104,0.5,70,1,1.45E-06,205.74353,-0.000696736,0.49337006
1966/10/1,104,0.5,70,1,1.05E-06,203.871,-0.000623836,3.4161458
1966/11/1,104,0.5,70,1,6.10E-07,200.83157,-0.001167545,8.058477
1966/12/1,104,0.5,70,1,4.76E-07,199.71278,-0.001047347,7.9632087
1967/1/1,104,0.5,70,1,5.19E-07,199.54248,-0.000554842,8.71125
1967/2/1,104,0.5,70,1,6.05E-07,199.52592,-0.000409043,4.241815
1967/3/1,104,0.5,70,1,5.74E-07,200.74878,-0.000504073,4.6440644
1967/4/1,104,0.5,70,1,6.18E-07,200.61711,-5.06E-05,6.6423726
1967/5/1,104,0.5,70,1,7.63E-07,200.16771,-0.000155631,8.80064
1967/6/1,104,0.5,70,1,9.37E-07,202.55746,-0.000171252,8.220789
1967/7/1,104,0.5,70,1,1.34E-06,204.93854,0.000956086,9.037048
1967/8/1,104,0.5,70,1,1.43E-06,205.52278,1.84E-05,9.85919
1967/9/1,104,0.5,70,1,1.12E-06,203.91042,-0.000481943,9.593376
1967/10/1,104,0.5,70,1,8.77E-07,201.1162,-0.000233304,9.401661
1967/11/1,104,0.5,70,1,6.27E-07,198.91646,-0.000945375,7.3574824
1967/12/1,104,0.5,70,1,4.06E-07,197.10463,-0.000728412,5.9119725
1968/1/1,104,0.5,70,1,4.94E-07,195.80292,-0.000924113,5.8308167
1968/2/1,104,0.5,70,1,4.92E-07,197.12828,-0.000502337,8.461903
1968/3/1,104,0.5,70,1,7.16E-07,198.68307,0.000239241,6.6694245
1968/4/1,104,0.5,70,1,7.49E-07,198.36218,0.000251391,6.3012843
1968/5/1,104,0.5,70,1,8.25E-07,198.43393,-0.00024502,6.647077
1968/6/1,104,0.5,70,1,1.48E-06,201.13275,0.000420622,1.9424081
1968/7/1,104,0.5,70,1,1.26E-06,203.47284,0.000178057,0.92149496
1968/8/1,104,0.5,70,1,1.21E-06,203.24341,-2.11E-05,-1.7907467
1968/9/1,104,0.5,70,1,1.07E-06,202.7317,-0.000615158,-0.6098747
1968/10/1,104,0.5,70,1,1.05E-06,200.99399,-0.000539655,-2.9139864
1968/11/1,104,0.5,70,1,1.06E-06,197.02184,-0.000789162,-2.6458206
1968/12/1,104,0.5,70,1,7.69E-07,194.80238,1.23E-05,-5.082839
1969/1/1,104,0.5,70,1,7.22E-07,194.91277,0.000202357,-4.8476057
1969/2/1,104,0.5,70,1,7.28E-07,193.98636,0.000628472,-4.2418795
1969/3/1,104,0.5,70,1,6.75E-07,193.45653,-0.000889833,-4.0548687
1969/4/1,104,0.5,70,1,7.26E-07,194.49884,6.00E-05,-5.3615904
1969/5/1,104,0.5,70,1,1.02E-06,198.48282,0.001255494,-2.3847113
1969/6/1,104,0.5,70,1,1.12E-06,201.25102,0.000104724,2.9174504
1969/7/1,104,0.5,70,1,1.45E-06,204.82422,-0.000412949,8.698313
1969/8/1,104,0.5,70,1,1.59E-06,204.91331,-0.000135236,5.292133
1969/9/1,104,0.5,70,1,1.29E-06,204.24945,-0.000168649,7.412762
1969/10/1,104,0.5,70,1,1.03E-06,202.64893,-0.00025717,7.8420634
1969/11/1,104,0.5,70,1,8.36E-07,200.42238,-0.000439852,8.748888
1969/12/1,104,0.5,70,1,6.70E-07,198.62631,7.91E-05,7.262213
1970/1/1,104,0.5,70,1,6.95E-07,196.67099,0.00072003,4.4158883
1970/2/1,104,0.5,70,1,6.39E-07,196.45969,-8.53E-06,4.454702
1970/3/1,104,0.5,70,1,7.63E-07,196.26573,-0.000403836,5.9025636
1970/4/1,104,0.5,70,1,6.08E-07,196.03235,0.000569024,7.042269
1970/5/1,104,0.5,70,1,5.50E-07,198.00897,0.000421056,8.339582
1970/6/1,104,0.5,70,1,5.56E-07,200.70384,0.000276125,5.7731853
1970/7/1,104,0.5,70,1,8.04E-07,203.4752,0.000836322,2.2058692
1970/8/1,104,0.5,70,1,9.14E-07,203.45312,0.000332101,-1.4120212
1970/9/1,104,0.5,70,1,7.68E-07,201.69649,0.000113403,-3.5173604
1970/10/1,104,0.5,70,1,7.54E-07,199.1112,0.000430168,-2.8692923
1970/11/1,104,0.5,70,1,6.02E-07,197.67783,-0.000438984,-3.2691891
1970/12/1,104,0.5,70,1,5.68E-07,196.90594,-0.00068285,-5.3333626
1971/1/1,104,0.5,70,1,6.47E-07,194.8765,-0.000182534,-3.3679872
1971/2/1,104,0.5,70,1,6.25E-07,195.13669,7.78E-05,-4.85231
1971/3/1,104,0.5,70,1,5.84E-07,196.01736,-0.000143481,-5.786187
1971/4/1,104,0.5,70,1,6.24E-07,196.56375,-0.000805651,-5.8097105
1971/5/1,104,0.5,70,1,6.46E-07,198.32198,0.001173916,-5.3745284
1971/6/1,104,0.5,70,1,7.66E-07,201.83289,0.000521726,-1.2438288
1971/7/1,104,0.5,70,1,7.97E-07,204.06969,-8.58E-05,5.2415576
1971/8/1,104,0.5,70,1,8.29E-07,204.8534,-0.000221588,-0.1194129
1971/9/1,104,0.5,70,1,7.03E-07,204.25024,0.000473561,1.8930087
1971/10/1,104,0.5,70,1,6.71E-07,202.34616,0.000454902,6.338921
1971/11/1,104,0.5,70,1,6.17E-07,200.30884,2.79E-05,5.889625
1971/12/1,104,0.5,70,1,5.08E-07,199.49202,-0.000347426,4.067743
1972/1/1,104,0.5,70,1,5.23E-07,198.82893,-0.000232002,4.8534226
1972/2/1,104,0.5,70,1,5.11E-07,198.92749,0.000483107,9.035873
1972/3/1,104,0.5,70,1,4.99E-07,198.83603,-0.000123521,8.595987
1972/4/1,104,0.5,70,1,5.56E-07,198.46863,-0.000434645,12.523209
1972/5/1,104,0.5,70,1,5.74E-07,198.90227,-0.000468925,12.33267
1972/6/1,104,0.5,70,1,6.18E-07,200.42238,0.000491352,13.307713
1972/7/1,104,0.5,70,1,9.02E-07,201.66653,0.000112969,6.9764037
1972/8/1,104,0.5,70,1,9.43E-07,201.32198,0.000205829,0.23696566
1972/9/1,104,0.5,70,1,9.65E-07,200.41843,-0.000253264,-2.515266
1972/10/1,104,0.5,70,1,7.57E-07,198.01607,-0.000651608,-4.8699527
1972/11/1,104,0.5,70,1,7.02E-07,195.7359,-0.000394724,-6.798867
1972/12/1,104,0.5,70,1,6.26E-07,194.51776,0.001918966,-11.073059
1973/1/1,104,0.5,70,1,8.06E-07,195.54195,0.001480701,-5.506259
1973/2/1,104,0.5,70,1,6.19E-07,191.37741,0.000779912,-8.207915
1973/3/1,104,0.5,70,1,6.46E-07,193.57794,0.00085151,-5.596824
1973/4/1,104,0.5,70,1,6.39E-07,196.93906,0.000599833,-4.579439
1973/5/1,104,0.5,70,1,8.38E-07,199.45259,-0.000464152,2.6798654
1973/6/1,104,0.5,70,1,1.10E-06,202.15536,0.00018717,6.834088
1973/7/1,104,0.5,70,1,8.98E-07,204.35904,-0.000512752,5.240381
1973/8/1,104,0.5,70,1,1.05E-06,204.08704,-0.000154329,5.315656
1973/9/1,104,0.5,70,1,1.15E-06,202.92802,-0.000429872,5.9202056
1973/10/1,104,0.5,70,1,1.09E-06,201.60818,-0.00053141,7.785607
1973/11/1,104,0.5,70,1,1.13E-06,199.31303,-0.000504073,7.7538505
1973/12/1,104,0.5,70,1,9.12E-07,199.4786,-0.000291883,6.0989833
1974/1/1,104,0.5,70,1,9.97E-07,199.80266,-9.83E-06,8.185505
1974/2/1,104,0.5,70,1,1.04E-06,199.63472,-0.000159102,4.6781735
1974/3/1,104,0.5,70,1,7.81E-07,198.07283,-0.000277998,6.478885
1974/4/1,104,0.5,70,1,7.27E-07,197.7275,-0.000202495,8.748888
1974/5/1,104,0.5,70,1,7.23E-07,198.37244,-0.00092932,9.721579
1974/6/1,104,0.5,70,1,9.87E-07,201.22815,0.000345553,9.231117
1974/7/1,104,0.5,70,1,1.38E-06,203.2166,0.000221884,7.22928
1974/8/1,104,0.5,70,1,1.07E-06,202.11594,0.000337742,3.899551
1974/9/1,104,0.5,70,1,9.11E-07,201.26837,0.000371588,1.2743449
1974/10/1,104,0.5,70,1,7.95E-07,199.4786,-0.000183402,-0.25349617
1974/11/1,104,0.5,70,1,6.12E-07,197.10068,-1.42E-05,-2.0859647
1974/12/1,104,0.5,70,1,5.19E-07,195.46468,-0.000841667,-3.29036
1975/1/1,104,0.5,70,1,6.40E-07,195.78163,-0.000243718,-2.9939659
1975/2/1,104,0.5,70,1,6.19E-07,195.54984,0.000977782,-6.574219
1975/3/1,104,0.5,70,1,5.69E-07,195.76192,-0.000249359,-4.4524136
1975/4/1,104,0.5,70,1,6.03E-07,196.12933,-0.00091717,-6.5012965
1975/5/1,104,0.5,70,1,6.82E-07,197.75587,0.001219912,-9.68871
1975/6/1,104,0.5,70,1,9.37E-07,200.88754,0.001908985,-9.7651615
1975/7/1,104,0.5,70,1,1.34E-06,203.77718,-0.000176026,-10.141535
1975/8/1,104,0.5,70,1,1.70E-06,204.17928,0.00117218,-4.3759623
1975/9/1,104,0.5,70,1,1.41E-06,203.27888,-0.000727545,-1.9095397
1975/10/1,104,0.5,70,1,1.05E-06,202.4723,-6.97E-05,3.2879434
1975/11/1,104,0.5,70,1,9.08E-07,201.91805,-0.001089438,3.009192
1975/12/1,104,0.5,70,1,7.50E-07,200.63919,-0.001027821,3.5467
1976/1/1,104,0.5,70,1,7.35E-07,200.21107,-0.001233067,3.035068
1976/2/1,104,0.5,70,1,5.64E-07,200.1401,-0.000805651,1.070868
1976/3/1,104,0.5,70,1,5.71E-07,200.26154,-0.000882456,3.881908
1976/4/1,104,0.5,70,1,5.73E-07,198.62947,-0.000488018,6.9175954
1976/5/1,104,0.5,70,1,7.89E-07,199.50226,-0.000574803,9.339325
1976/6/1,104,0.5,70,1,1.43E-06,202.23105,-8.58E-05,10.649574
1976/7/1,104,0.5,70,1,1.54E-06,203.87494,-0.000237643,10.096777
1976/8/1,104,0.5,70,1,1.55E-06,204.12172,2.92E-05,8.94178
1976/9/1,104,0.5,70,1,1.22E-06,202.62054,-0.000571332,9.040577
1976/10/1,104,0.5,70,1,7.14E-07,199.46127,-0.000914566,6.991694
1976/11/1,104,0.5,70,1,5.06E-07,196.82474,-0.000773107,3.7431207
1976/12/1,104,0.5,70,1,4.63E-07,195.4016,-0.000138708,-1.7401714
1977/1/1,104,0.5,70,1,4.34E-07,193.66231,-0.00032356,1.6530709
1977/2/1,104,0.5,70,1,5.07E-07,196.01106,-0.000983127,2.0353255
1977/3/1,104,0.5,70,1,5.10E-07,196.61185,-0.001248689,2.1694083
1977/4/1,104,0.5,70,1,5.00E-07,196.30121,-0.001560247,0.63803864
1977/5/1,104,0.5,70,1,7.72E-07,197.3183,-0.000558747,-0.45109224
1977/6/1,104,0.5,70,1,1.17E-06,200.08018,-0.000568728,-4.527688
1977/7/1,104,0.5,70,1,1.25E-06,202.72382,-0.000346558,-7.7245107
1977/8/1,104,0.5,70,1,1.39E-06,202.88466,-0.002159498,-8.305537
1977/9/1,104,0.5,70,1,1.17E-06,201.09807,-0.001278196,-7.276391
1977/10/1,104,0.5,70,1,1.01E-06,198.27861,-0.000349162,-7.5433807
1977/11/1,104,0.5,70,1,6.19E-07,196.31699,0.00029999,-7.983268
1977/12/1,104,0.5,70,1,4.18E-07,194.35298,-0.000885927,-8.447853
