date,longitude,latitude,level,expver,t,v,w,OT
2019/1/1,104,0.5,70,1,190.87991,-0.2088345,-0.000761825,-3.6161585
2019/2/1,104,0.5,70,1,193.12854,-0.10197246,-0.000438984,-6.800043
2019/3/1,104,0.5,70,1,195.0342,0.085271336,0.000354665,-0.72043467
2019/4/1,104,0.5,70,1,196.39581,0.00851886,0.000334705,-2.9751472
2019/5/1,104,0.5,70,1,198.32986,-0.6506653,-2.94E-05,4.6440644
2019/6/1,104,0.5,70,1,200.62106,-0.21353912,0.000344685,7.537436
2019/7/1,104,0.5,70,1,202.97296,-0.40091732,9.60E-05,7.953799
2019/8/1,104,0.5,70,1,203.1685,-0.13382944,-0.000351331,7.4609847
2019/9/1,104,0.5,70,1,200.31277,-0.2209321,-0.000144783,3.0303626
2019/10/1,104,0.5,70,1,198.79189,-0.50858593,-0.000113974,5.21333
2019/11/1,104,0.5,70,1,197.31198,-1.0282446,-0.00059216,6.516523
2019/12/1,104,0.5,70,1,195.76665,-0.43868867,-0.000116144,6.3365693
2020/1/1,104,0.5,70,1,194.96165,-0.52364063,-0.000514053,3.9724727
2020/2/1,104,0.5,70,1,196.49437,-0.22550228,0.00046575,2.349362
2020/3/1,104,0.5,70,1,197.11409,-0.10130036,0.000222318,5.3321223
2020/4/1,104,0.5,70,1,195.27625,0.18527807,-0.000400799,0.42632866
2020/5/1,104,0.5,70,1,195.52066,-0.32282066,0.000854113,-5.15929
2020/6/1,104,0.5,70,1,198.02158,-0.73844004,0.000701371,-8.517247
2020/7/1,104,0.5,70,1,201.43709,-0.18356398,0.000409774,-13.781773
2020/8/1,104,0.5,70,1,200.50989,-0.52485037,0.001196914,-12.8667145
2020/9/1,104,0.5,70,1,201.29832,-0.51019883,0.000761687,-7.717454
2020/10/1,104,0.5,70,1,202.36824,0.12962916,0.000527801,4.6170125
2020/11/1,104,0.5,70,1,201.79662,-0.21636188,0.00027786,7.112839
2020/12/1,104,0.5,70,1,199.6986,0.03392379,0.0004293,5.608522
2021/1/1,104,0.5,70,1,197.64786,-0.036779895,0.000197584,3.176208
2021/2/1,104,0.5,70,1,197.12749,-0.15116933,8.78E-05,2.4069943
2021/3/1,104,0.5,70,1,198.06967,-0.2697257,0.000290444,2.9762588
2021/4/1,104,0.5,70,1,198.27782,-0.5013273,-5.06E-05,4.7416863
2021/5/1,104,0.5,70,1,198.20923,-0.561412,0.000235336,4.54409
2021/6/1,104,0.5,70,1,201.86916,-0.119446754,0.000439714,7.473923
2021/7/1,104,0.5,70,1,203.37112,-0.030462265,-0.000292751,9.305216
2021/8/1,104,0.5,70,1,204.20924,0.11430555,0.000608945,8.975889
2021/9/1,104,0.5,70,1,203.476,0.0758621,-0.000255434,8.117287
2021/10/1,104,0.5,70,1,201.28177,-0.34755352,-0.000271055,11.490534
2021/11/1,104,0.5,70,1,198.74852,0.4268266,-0.00021855,6.505937
2021/12/1,104,0.5,70,1,197.48465,0.027337328,-0.00018427,3.2608914
2022/1/1,104,0.5,70,1,196.16797,0.07451792,0.00043928,5.3826976
2022/2/1,104,0.5,70,1,198.78558,-0.77056587,-3.63E-05,6.8446736
2022/3/1,104,0.5,70,1,196.82237,-0.10183805,-0.000291883,4.028929
2022/4/1,104,0.5,70,1,195.74693,-0.111784935,-0.000118313,3.202083
2022/5/1,104,0.5,70,1,196.44629,-0.31112632,0.000280898,-0.50049114
2022/6/1,104,0.5,70,1,199.37138,0.19482173,-0.000370858,-7.122313
2022/7/1,104,0.5,70,1,201.01134,-0.007073596,0.000450562,-12.517392
2022/8/1,104,0.5,70,1,202.17822,0.116993904,0.000805947,-14.013477
2022/9/1,104,0.5,70,1,201.68939,0.15476526,-0.000155197,-10.8578205
2022/10/1,104,0.5,70,1,202.7388,0.74351454,0.000255296,-2.6281781
2022/11/1,104,0.5,70,1,202.53381,0.08191089,0.000253561,3.5925708
2022/12/1,104,0.5,70,1,201.11383,-0.011643797,0.000410642,6.064874
2023/1/1,104,0.5,70,1,200.64235,-0.013660058,0.000718294,4.384132
2023/2/1,104,0.5,70,1,197.16692,-0.061781585,-6.79E-06,1.7483401
2023/3/1,104,0.5,70,1,198.03026,-0.11635515,0.000400227,1.8036208
2023/4/1,104,0.5,70,1,198.23051,-0.108424515,-3.02E-05,3.3667464
2023/5/1,104,0.5,70,1,198.64996,0.041316763,0.000596795,5.5085473
2023/6/1,104,0.5,70,1,200.59978,-0.7334666,0.000484843,12.940748
2023/7/1,104,0.5,70,1,202.507,-0.41113308,-0.000417722,14.221596
2023/8/1,104,0.5,70,1,202.68283,0.25813246,-0.000681548,10.284964
2023/9/1,104,0.5,70,1,201.68939,-0.45092067,-0.000709754,11.167089
1940/1/1,104,0.5,100,1,191.59503,-0.806321,0.001724133,-1.2485337
1940/2/1,104,0.5,100,1,191.98845,0.5296561,-6.36E-05,0.37810564
1940/3/1,104,0.5,100,1,192.71855,0.03647773,0.000875809,-2.2271047
1940/4/1,104,0.5,100,1,190.22314,-0.39554062,0.001058926,-3.852568
1940/5/1,104,0.5,100,1,189.28333,-3.7027526,-0.001590188,-10.41911
1940/6/1,104,0.5,100,1,192.48438,-1.2958701,0.001826973,-5.4392176
1940/7/1,104,0.5,100,1,194.41054,-1.3029943,0.006876995,-14.10169
1940/8/1,104,0.5,100,1,194.8489,-0.73602057,0.001567486,-6.115514
1940/9/1,104,0.5,100,1,195.65154,-0.5868169,0.002375455,-4.3206825
1940/10/1,104,0.5,100,1,192.77847,-1.1259662,0.000488314,-9.188839
1940/11/1,104,0.5,100,1,193.27124,-0.34486517,-0.000148688,-2.8634114
1940/12/1,104,0.5,100,1,192.6665,0.28824198,-0.00107642,-0.35935116
1941/1/1,104,0.5,100,1,193.0899,0.7799418,-0.000406006,-3.4761944
1941/2/1,104,0.5,100,1,191.5903,0.8393544,-0.001850109,0.6274533
1941/3/1,104,0.5,100,1,191.74089,0.14777555,-0.000839931,1.3119826
1941/4/1,104,0.5,100,1,191.18504,-0.6042912,-0.002674133,-0.3581748
1941/5/1,104,0.5,100,1,189.66177,-3.5827177,-0.001800641,-4.2042418
1941/6/1,104,0.5,100,1,190.51093,-3.328534,0.003815653,-16.419916
1941/7/1,104,0.5,100,1,193.00711,-3.0150719,0.005648119,-14.048762
1941/8/1,104,0.5,100,1,192.11539,-3.0668228,-0.003021707,-15.504858
1941/9/1,104,0.5,100,1,195.18478,-0.44957653,-0.001632279,-6.1014
1941/10/1,104,0.5,100,1,192.29358,-0.31421793,-0.000782653,-1.6190262
1941/11/1,104,0.5,100,1,190.19476,0.57199764,-0.001363679,-6.63538
1941/12/1,104,0.5,100,1,191.27412,0.5705191,-0.004692319,-3.248018
1942/1/1,104,0.5,100,1,191.5083,0.5762991,-0.000885059,-5.3392434
1942/2/1,104,0.5,100,1,191.80318,-0.02374138,-0.000174724,-4.7546883
1942/3/1,104,0.5,100,1,190.60553,0.857232,0.000287407,-4.2395267
1942/4/1,104,0.5,100,1,190.37689,-1.3382117,-0.000155197,-2.5540795
1942/5/1,104,0.5,100,1,189.70435,-1.2804121,-0.005108454,-7.6527643
1942/6/1,104,0.5,100,1,191.09515,-2.5143661,-0.001903048,-9.066518
1942/7/1,104,0.5,100,1,191.78662,-2.192167,-0.003247348,-10.67081
1942/8/1,104,0.5,100,1,193.10803,-3.883679,0.001437309,-16.138811
1942/9/1,104,0.5,100,1,194.76218,-1.6270752,-0.004616817,-7.770381
1942/10/1,104,0.5,100,1,193.07729,-0.5780798,-0.00191216,-5.88969
1942/11/1,104,0.5,100,1,191.8694,0.065780774,-3.50E-05,-4.7982063
1942/12/1,104,0.5,100,1,191.44128,-0.08611119,-0.003611411,-5.3498287
1943/1/1,104,0.5,100,1,189.88727,0.5822134,-0.001650503,-3.2844791
1943/2/1,104,0.5,100,1,190.78925,2.2156568,0.007879796,-13.548891
1943/3/1,104,0.5,100,1,191.96875,-0.23437384,-0.000603008,-2.656406
1943/4/1,104,0.5,100,1,191.53589,-0.20681822,-0.001675671,0.22637987
1943/5/1,104,0.5,100,1,190.44785,-0.821779,-0.000831686,-3.317412
1943/6/1,104,0.5,100,1,192.538,-1.1269071,0.004152813,-15.663639
1943/7/1,104,0.5,100,1,194.13301,-1.944032,-0.003766757,-11.850506
1943/8/1,104,0.5,100,1,195.97874,-1.0137274,0.00054646,-8.005614
1943/9/1,104,0.5,100,1,194.7606,-1.2644163,0.000801174,-5.787363
1943/10/1,104,0.5,100,1,192.8849,0.018062502,9.17E-05,-2.2341619
1943/11/1,104,0.5,100,1,191.65573,-1.0000168,-3.37E-05,-3.2809508
1943/12/1,104,0.5,100,1,190.40448,0.29334986,-0.001479537,-3.2103808
1944/1/1,104,0.5,100,1,190.49042,-0.6727098,0.001889459,-4.238351
1944/2/1,104,0.5,100,1,192.20291,0.6422981,0.003002477,-7.656293
1944/3/1,104,0.5,100,1,191.21893,0.34254673,-0.00013784,-6.039063
1944/4/1,104,0.5,100,1,191.46335,-0.2705322,-0.001547663,-1.9742289
1944/5/1,104,0.5,100,1,189.92038,-1.166426,-0.005265969,-7.5398526
1944/6/1,104,0.5,100,1,193.01816,-1.1422307,-0.000756184,-6.5706906
1944/7/1,104,0.5,100,1,196.67336,-1.0598327,0.000241844,-7.64806
1944/8/1,104,0.5,100,1,197.05653,-0.74717724,0.002148078,-6.174322
1944/9/1,104,0.5,100,1,194.98215,-2.2544024,0.002227053,-14.7873955
1944/10/1,104,0.5,100,1,195.00423,-1.5508604,-0.001593225,-9.359384
1944/11/1,104,0.5,100,1,192.49226,-0.5798272,-0.002776539,-2.3753018
1944/12/1,104,0.5,100,1,192.33064,0.2631059,-0.002556106,-1.400259
1945/1/1,104,0.5,100,1,190.59766,2.4707816,0.010774512,-16.24937
1945/2/1,104,0.5,100,1,189.57663,0.39550728,-0.003175751,-11.164801
1945/3/1,104,0.5,100,1,192.74063,-0.15211025,0.007006305,-7.198764
1945/4/1,104,0.5,100,1,190.56375,-1.942688,0.002052181,-5.742669
1945/5/1,104,0.5,100,1,191.43024,-0.5673264,-0.000266282,-5.906156
1945/6/1,104,0.5,100,1,193.09937,-2.2570908,-0.002267979,-10.640229
1945/7/1,104,0.5,100,1,193.92487,-3.598579,-0.002174685,-9.553451
1945/8/1,104,0.5,100,1,195.07124,-2.4251127,-0.000483678,-12.11632
1945/9/1,104,0.5,100,1,195.8518,-1.7208987,-0.002747466,-13.634751
1945/10/1,104,0.5,100,1,192.0397,-1.0506923,-0.005833109,-10.04156
1945/11/1,104,0.5,100,1,191.68018,0.023573637,-0.006101709,-7.696283
1945/12/1,104,0.5,100,1,192.1627,-0.8002722,0.001841293,-6.36839
1946/1/1,104,0.5,100,1,192.7564,0.2356847,0.006363228,-9.182959
1946/2/1,104,0.5,100,1,193.94379,0.42803636,0.004965121,-1.8025084
1946/3/1,104,0.5,100,1,192.03024,0.2151188,-0.002091372,-3.578521
1946/4/1,104,0.5,100,1,191.65732,-0.429145,-0.000537485,-2.5823073
1946/5/1,104,0.5,100,1,193.22394,-0.74946237,-0.002516185,-5.848524
1946/6/1,104,0.5,100,1,193.6284,-2.0840952,-0.001949912,-8.317299
1946/7/1,104,0.5,100,1,194.21263,-1.9783084,-0.000340917,-13.599466
1946/8/1,104,0.5,100,1,196.17427,-0.7208314,0.004748592,-14.25812
1946/9/1,104,0.5,100,1,195.6815,-1.0579509,0.002656638,-14.662722
1946/10/1,104,0.5,100,1,194.23708,-0.6428691,0.001192141,-7.016458
1946/11/1,104,0.5,100,1,193.22473,-0.4649001,-0.000677209,-7.7092204
1946/12/1,104,0.5,100,1,193.29805,0.6189094,-0.00011571,-2.775199
1947/1/1,104,0.5,100,1,192.974,1.8978934,-0.000227663,-4.455942
1947/2/1,104,0.5,100,1,193.27834,0.60304815,-0.001042574,-3.0833547
1947/3/1,104,0.5,100,1,194.0305,0.028143838,0.001411707,-2.4341102
1947/4/1,104,0.5,100,1,192.31093,-0.6928725,-0.00178719,-3.7267182
1947/5/1,104,0.5,100,1,192.32906,0.057043627,-0.000259773,-3.7220135
1947/6/1,104,0.5,100,1,192.579,-2.6546981,-0.002451096,-10.396763
1947/7/1,104,0.5,100,1,195.52853,-0.5653101,-0.000107031,-4.254817
1947/8/1,104,0.5,100,1,193.61658,-1.7606864,-0.002625533,-9.536984
1947/9/1,104,0.5,100,1,194.66205,-0.6801028,-0.000701075,-12.3292055
1947/10/1,104,0.5,100,1,193.89726,-0.43263987,-0.002753107,-8.759538
1947/11/1,104,0.5,100,1,195.21237,1.1830603,-0.004679302,-6.255478
1947/12/1,104,0.5,100,1,193.48334,0.7685163,-0.000524901,-4.1936564
1948/1/1,104,0.5,100,1,193.60869,-0.21327028,-0.000425966,-1.0144763
1948/2/1,104,0.5,100,1,194.5564,-0.10049388,-0.002139971,-2.9622095
1948/3/1,104,0.5,100,1,193.71593,-0.6532192,9.39E-05,-2.6446443
1948/4/1,104,0.5,100,1,194.01395,-0.18961278,-0.00108857,-1.4167256
1948/5/1,104,0.5,100,1,194.53116,-0.12415138,-0.000851647,-0.44874
1948/6/1,104,0.5,100,1,196.91855,-1.5911857,0.000642791,-8.43962
1948/7/1,104,0.5,100,1,196.78925,-1.2099773,-0.003606204,-9.740461
1948/8/1,104,0.5,100,1,198.71619,-0.11460772,0.002984686,-6.9094267
1948/9/1,104,0.5,100,1,198.67834,-0.7114221,0.001591786,-5.879104
1948/10/1,104,0.5,100,1,196.05995,-0.085439086,0.001072811,-5.976726
1948/11/1,104,0.5,100,1,195.12329,0.20476863,-2.85E-05,-4.124263
1948/12/1,104,0.5,100,1,192.03891,0.008115605,-0.002959222,-5.729731
1949/1/1,104,0.5,100,1,193.69464,0.36176845,0.000258334,-4.667652
1949/2/1,104,0.5,100,1,195.99844,-0.27832842,0.003083187,-8.981833
1949/3/1,104,0.5,100,1,194.00055,0.7613921,-0.001187939,-2.8845825
1949/4/1,104,0.5,100,1,194.12276,-0.40884796,-0.00116147,-2.2694468
1949/5/1,104,0.5,100,1,194.06126,-0.09444508,-0.000353501,-2.61524
1949/6/1,104,0.5,100,1,196.58347,-1.5600008,4.53E-05,-10.325016
1949/7/1,104,0.5,100,1,196.73958,0.062554754,-0.000722337,-4.4959316
1949/8/1,104,0.5,100,1,198.35509,-0.36852267,0.000257466,-6.0919905
1949/9/1,104,0.5,100,1,197.43578,0.049381822,0.000840661,-8.25261
1949/10/1,104,0.5,100,1,197.4066,0.5956552,0.000495691,-3.7490654
1949/11/1,104,0.5,100,1,196.71829,2.001395,0.003232891,-11.851682
1949/12/1,104,0.5,100,1,195.79582,1.078349,0.005092694,-5.9155655
1950/1/1,104,0.5,100,1,194.2016,0.27600998,-0.00191216,-1.1544404
1950/2/1,104,0.5,100,1,194.67308,0.01873459,0.002114666,-11.732889
1950/3/1,104,0.5,100,1,192.95508,-0.107483596,-0.004747428,-12.691465
1950/4/1,104,0.5,100,1,191.44365,0.9155692,0.000181529,-9.324099
1950/5/1,104,0.5,100,1,192.57347,-1.7252,-0.003032555,-11.1930275
1950/6/1,104,0.5,100,1,193.25784,-3.4632204,-0.001424863,-17.641953
1950/7/1,104,0.5,100,1,196.65364,-0.8524263,-0.002996106,-7.5563188
1950/8/1,104,0.5,100,1,197.18504,-1.8628438,0.000154626,-12.115143
1950/9/1,104,0.5,100,1,197.6731,-1.652749,-0.001289044,-9.978047
1950/10/1,104,0.5,100,1,196.96428,0.5514318,-0.002070543,-4.844077
1950/11/1,104,0.5,100,1,196.02525,0.004351899,0.003314035,-9.693415
1950/12/1,104,0.5,100,1,194.95929,0.22990474,-0.000175592,-3.9125526
1951/1/1,104,0.5,100,1,195.78714,0.40827698,0.002576796,-5.0522585
1951/2/1,104,0.5,100,1,196.47072,0.29402196,-0.000642495,-10.183876
1951/3/1,104,0.5,100,1,193.01106,0.719185,-0.002557841,-1.660192
1951/4/1,104,0.5,100,1,193.52354,-1.5374186,-0.000806519,-8.013847
1951/5/1,104,0.5,100,1,194.72513,-1.2926441,-0.001313344,-0.708673
1951/6/1,104,0.5,100,1,194.99872,-1.8253412,-0.001313778,-6.174322
1951/7/1,104,0.5,100,1,198.51987,-0.71222866,-0.001161904,-4.9052377
1951/8/1,104,0.5,100,1,198.22105,-1.5546241,-0.001280365,-5.561539
1951/9/1,104,0.5,100,1,197.56271,-0.26031646,-0.000710622,-6.1296277
1951/10/1,104,0.5,100,1,196.1656,-0.5268667,-0.000708452,-7.760972
1951/11/1,104,0.5,100,1,194.20712,0.39604497,-0.002939696,-11.857563
1951/12/1,104,0.5,100,1,195.538,0.5881278,-0.004332596,-8.199682
1952/1/1,104,0.5,100,1,193.20659,0.65090084,0.001519754,-13.424217
1952/2/1,104,0.5,100,1,194.6242,0.20718814,-0.001099852,-7.363427
1952/3/1,104,0.5,100,1,191.62105,1.335221,-0.002479301,-8.826579
1952/4/1,104,0.5,100,1,192.66888,-0.30964774,-0.001998078,-8.678383
1952/5/1,104,0.5,100,1,191.74167,-1.1982828,-0.006217566,-13.010206
1952/6/1,104,0.5,100,1,191.74956,-2.5080485,-0.00407441,-12.344496
1952/7/1,104,0.5,100,1,194.08885,-1.5083845,-0.007872991,-13.499493
1952/8/1,104,0.5,100,1,195.1083,-1.899271,-0.000586085,-11.098934
1952/9/1,104,0.5,100,1,196.10883,-1.646297,-0.00023287,-14.001716
1952/10/1,104,0.5,100,1,191.83786,-3.2098432,-0.007484194,-21.002264
1952/11/1,104,0.5,100,1,190.7577,-0.47336844,-0.00398155,-18.418224
1952/12/1,104,0.5,100,1,191.0171,2.426827,-0.003266441,-8.398455
1953/1/1,104,0.5,100,1,192.10042,-0.4722931,-0.003013463,-10.107426
1953/2/1,104,0.5,100,1,192.76349,-1.842278,-0.003876106,-3.8196354
1953/3/1,104,0.5,100,1,193.21527,0.390265,-0.003976343,-5.4686217
1953/4/1,104,0.5,100,1,193.07492,1.2088685,-0.001840563,-8.478434
1953/5/1,104,0.5,100,1,194.53827,-0.7154547,-0.000857722,-1.7319384
1953/6/1,104,0.5,100,1,196.00397,-1.4155018,-0.002328729,-3.2444894
1953/7/1,104,0.5,100,1,198.05864,-0.81935954,-0.001660917,-1.6966534
1953/8/1,104,0.5,100,1,198.28964,-0.7029538,-0.001890464,-3.0821784
1953/9/1,104,0.5,100,1,198.80292,0.20369329,0.000662752,-0.6486883
1953/10/1,104,0.5,100,1,195.24075,-0.90283287,-0.000629911,-2.916339
1953/11/1,104,0.5,100,1,194.43655,-0.24203566,-0.00119792,-7.938573
1953/12/1,104,0.5,100,1,193.27597,1.3029609,0.000317781,-6.7118306
1954/1/1,104,0.5,100,1,193.34142,0.8826369,-0.003985021,-8.7701235
1954/2/1,104,0.5,100,1,193.50699,-1.3435884,-0.004561274,-4.357144
1954/3/1,104,0.5,100,1,194.03366,0.24321207,-0.002003285,-5.080487
1954/4/1,104,0.5,100,1,192.2313,0.41311598,-0.001737289,-8.110293
1954/5/1,104,0.5,100,1,192.00974,-1.6499262,-0.001818867,-9.908653
1954/6/1,104,0.5,100,1,193.74825,-2.7485218,-0.003410938,-11.577635
1954/7/1,104,0.5,100,1,196.17111,-2.2927115,-0.011545301,-11.852858
1954/8/1,104,0.5,100,1,195.22183,-2.6932762,-0.002704074,-18.815767
1954/9/1,104,0.5,100,1,197.24182,-1.3870053,-0.000679813,-15.633059
1954/10/1,104,0.5,100,1,193.2799,-1.1726091,-0.001186637,-11.959888
1954/11/1,104,0.5,100,1,193.17978,-0.53560376,0.003039795,-13.665332
1954/12/1,104,0.5,100,1,192.09805,1.5395359,-0.005962852,-9.720467
1955/1/1,104,0.5,100,1,191.92143,-0.116892815,-0.001906085,-2.4000015
1955/2/1,104,0.5,100,1,191.54535,1.2026852,-0.005010821,-8.7701235
1955/3/1,104,0.5,100,1,191.42393,1.3689599,-0.000806085,-4.1583714
1955/4/1,104,0.5,100,1,192.06178,1.1778181,-0.001419655,-3.6855524
1955/5/1,104,0.5,100,1,192.51987,-2.3378758,-0.001914764,-7.7139254
1955/6/1,104,0.5,100,1,193.99582,-1.759611,-0.003497723,-9.626373
1955/7/1,104,0.5,100,1,198.0263,-1.6343337,-0.001200089,-6.734178
1955/8/1,104,0.5,100,1,198.58058,-1.8562574,8.61E-05,-7.0882044
1955/9/1,104,0.5,100,1,196.86258,-2.120388,-0.000594763,-10.0474415
1955/10/1,104,0.5,100,1,195.24786,-0.93415225,-0.001618393,-5.8520527
1955/11/1,104,0.5,100,1,194.31592,-0.297819,0.004457428,-4.5582685
1955/12/1,104,0.5,100,1,193.90279,-0.49890777,0.000491785,-4.0748634
1956/1/1,104,0.5,100,1,195.11145,-0.16367015,-0.002050582,-2.17653
1956/2/1,104,0.5,100,1,193.81133,-1.4891627,0.000797703,-5.278083
1956/3/1,104,0.5,100,1,193.06862,0.6553366,-0.002821668,-6.1072807
1956/4/1,104,0.5,100,1,192.96533,-1.2231501,-0.001164073,-5.4498034
1956/5/1,104,0.5,100,1,193.77979,-1.8518214,-0.000623402,-4.03605
1956/6/1,104,0.5,100,1,194.47676,-1.9120407,0.000441884,-6.7929864
1956/7/1,104,0.5,100,1,197.07782,-1.6741214,0.003242004,-2.6705198
1956/8/1,104,0.5,100,1,196.90831,-1.2114558,0.002126816,-4.561797
1956/9/1,104,0.5,100,1,195.91724,-2.1272433,0.001889025,-10.995432
1956/10/1,104,0.5,100,1,192.75719,-1.1918309,-0.005082418,-10.38853
1956/11/1,104,0.5,100,1,191.56427,-1.1918309,-0.002033659,-10.506146
1956/12/1,104,0.5,100,1,193.30199,-0.3062873,-0.001941667,-3.2092044
1957/1/1,104,0.5,100,1,194.39713,-0.08772418,-0.002403798,-7.5563188
1957/2/1,104,0.5,100,1,192.86125,0.53153795,-8.32E-05,-15.117899
1957/3/1,104,0.5,100,1,191.91356,0.3582736,-0.001258235,-7.4728107
1957/4/1,104,0.5,100,1,190.91066,-0.27873167,-0.004977408,-5.6850367
1957/5/1,104,0.5,100,1,192.42368,-0.57727325,-0.003802773,-3.7584746
1957/6/1,104,0.5,100,1,193.66231,-2.734811,0.001460307,-10.7260895
1957/7/1,104,0.5,100,1,196.77664,-0.38680348,0.002285199,-3.382101
1957/8/1,104,0.5,100,1,197.55798,-1.2059447,0.001778374,-5.415694
1957/9/1,104,0.5,100,1,196.12697,-1.6704922,-0.002803877,-9.048875
1957/10/1,104,0.5,100,1,195.3401,0.22708195,0.002318177,-4.6723566
1957/11/1,104,0.5,100,1,193.81526,1.5711241,-0.000347426,-4.0454597
1957/12/1,104,0.5,100,1,193.54799,1.1450201,0.002944765,-1.4649487
1958/1/1,104,0.5,100,1,193.28465,-0.32134208,0.000421924,0.116996765
1958/2/1,104,0.5,100,1,194.11172,-0.41906372,-0.000866401,6.064874
1958/3/1,104,0.5,100,1,194.34036,-0.032478526,0.000273955,-1.8777833
1958/4/1,104,0.5,100,1,194.47913,0.3202334,0.001091904,-0.8215852
1958/5/1,104,0.5,100,1,193.51959,-1.2790679,-0.001219616,-4.9240565
1958/6/1,104,0.5,100,1,195.34247,-2.219857,-8.01E-05,-9.863959
1958/7/1,104,0.5,100,1,197.17165,-1.5153742,0.000571194,0.38516283
1958/8/1,104,0.5,100,1,197.07703,-0.52417827,0.001289774,1.5072265
1958/9/1,104,0.5,100,1,197.02657,-0.6046945,0.00263581,-2.9386861
1958/10/1,104,0.5,100,1,193.5401,-1.8742692,-0.002293581,-5.6356378
1958/11/1,104,0.5,100,1,192.26204,-0.44527516,0.00303155,-5.0710773
1958/12/1,104,0.5,100,1,192.7146,-1.4001782,0.006300309,-5.689741
1959/1/1,104,0.5,100,1,193.34772,1.5359067,0.003933246,-5.2957253
1959/2/1,104,0.5,100,1,193.06389,-0.3932555,0.003290169,-0.25702477
1959/3/1,104,0.5,100,1,194.0991,0.333944,0.003292773,-4.183071
1959/4/1,104,0.5,100,1,192.96533,-0.9190974,0.002052181,-1.2697048
1959/5/1,104,0.5,100,1,191.97662,-2.416779,0.000918768,-5.513316
1959/6/1,104,0.5,100,1,193.51251,-2.2482193,0.000642357,-11.661142
1959/7/1,104,0.5,100,1,195.93932,-1.2567545,0.001511076,-12.824371
1959/8/1,104,0.5,100,1,197.84734,-0.4823744,0.003662911,-11.488246
1959/9/1,104,0.5,100,1,197.42789,-0.9488038,-3.11E-05,-9.10886
1959/10/1,104,0.5,100,1,194.87099,-0.99047315,-0.002903679,-6.581276
1959/11/1,104,0.5,100,1,194.05258,-0.6188084,0.000303896,-5.399228
1959/12/1,104,0.5,100,1,193.06073,0.4420158,0.00192721,-1.7013578
1960/1/1,104,0.5,100,1,194.01395,-0.17267615,0.004117665,-1.5625701
1960/2/1,104,0.5,100,1,195.13826,0.6552022,0.004765949,-6.4730687
1960/3/1,104,0.5,100,1,193.77663,-1.2062136,-0.000393422,-2.5564318
1960/4/1,104,0.5,100,1,193.26967,-0.64811134,0.00251084,-2.06597
1960/5/1,104,0.5,100,1,193.66704,-1.3575678,0.002841057,-5.0675488
1960/6/1,104,0.5,100,1,194.99634,-3.0629246,0.004355456,-9.432305
1960/7/1,104,0.5,100,1,195.15245,-0.6174642,-0.00046068,-7.156422
1960/8/1,104,0.5,100,1,195.6539,-2.5334535,0.004376718,-16.61516
1960/9/1,104,0.5,100,1,196.43604,-1.3882151,-0.001669162,-10.04156
1960/10/1,104,0.5,100,1,194.96796,-0.8272902,-0.00058218,-8.697201
1960/11/1,104,0.5,100,1,193.03708,1.0946136,0.002556402,-5.3851137
1960/12/1,104,0.5,100,1,190.61736,1.0050913,0.002307329,-12.496222
1961/1/1,104,0.5,100,1,193.20738,-0.04323195,0.00017285,-4.371258
1961/2/1,104,0.5,100,1,190.41946,3.4838874,-0.003646126,-17.868954
1961/3/1,104,0.5,100,1,192.46704,0.97471297,0.00158007,-2.909282
1961/4/1,104,0.5,100,1,191.55087,-0.99719405,-0.00101003,-10.820183
1961/5/1,104,0.5,100,1,191.04942,-2.754436,-0.003183127,-14.809742
1961/6/1,104,0.5,100,1,195.83682,-1.3543417,0.003966659,-10.982494
1961/7/1,104,0.5,100,1,196.89569,-0.5183984,0.000411943,-4.5500355
1961/8/1,104,0.5,100,1,198.90936,-0.96130455,0.00175364,-6.163737
1961/9/1,104,0.5,100,1,199.42657,-0.6188084,0.001281963,-8.189096
1961/10/1,104,0.5,100,1,197.44681,0.16067964,6.22E-06,-1.8577881
1961/11/1,104,0.5,100,1,194.61002,-0.4850628,0.00032429,-2.1118402
1961/12/1,104,0.5,100,1,194.17795,0.34510067,0.002276086,-4.534745
1962/1/1,104,0.5,100,1,195.80844,-0.10802126,0.007404648,-6.4224935
1962/2/1,104,0.5,100,1,194.37033,0.3088079,0.001184764,-1.5308137
1962/3/1,104,0.5,100,1,192.8715,0.54081273,0.002077782,-3.5244174
1962/4/1,104,0.5,100,1,193.49437,-0.42645666,0.003406895,-2.9939659
1962/5/1,104,0.5,100,1,192.32433,-2.9537776,-0.00226581,-7.6786404
1962/6/1,104,0.5,100,1,195.76035,-2.4472919,0.002900071,-8.284367
1962/7/1,104,0.5,100,1,196.41553,-0.4646313,9.17E-05,-5.5650673
1962/8/1,104,0.5,100,1,197.29306,-0.57727325,0.00241364,-3.3056502
1962/9/1,104,0.5,100,1,195.8723,-0.97837555,-0.001117209,-4.026641
1962/10/1,104,0.5,100,1,193.02525,-1.8041033,-0.002577368,-16.44344
1962/11/1,104,0.5,100,1,192.93063,-0.61491024,-0.001174921,-9.952171
1962/12/1,104,0.5,100,1,192.56401,1.0568422,-0.000285808,-3.6996663
1963/1/1,104,0.5,100,1,194.63445,0.05287668,0.002717822,-3.6114538
1963/2/1,104,0.5,100,1,193.03076,-0.6079205,-0.001302062,-1.2826424
1963/3/1,104,0.5,100,1,193.23183,0.19320871,0.002239636,-2.8116598
